최저가,상품명,품목,밴드형태,화면크기,해상도,화면종류,화면,블루투스버전,항목,건강관리,부가기능,방수기능,대기,배터리종류,배터리용량,무게(밴드포함),무게,네트워크,내장OS,호환가능OS,사용시간,색상,재질,무게(본체),램,내장메모리,디자인,컨트롤,단자,CPU,충전,크기,항목2,통화유무,통화,음악,송신,크기(지름)
30500,Q1S,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,,,,,,,,,,USB,,,,,,,,,
139095,화웨이토크밴드B5,스마트밴드,밴드교체형,"1.1""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,,,,,,,,,,microUSB,,,,,,6시간,,,
40680,샤오미Hey+B1800,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","심박측정, 칼로리측정, 수면패턴분석, 만보계","심박센서, NFC(원터치페어링)",방수(5ATM),,,,,,,,,,,,,,,,,,,,,,,,,,
26010,DiggroQ9,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","혈압측정, 달리기, 사이클링, 심박측정, 만보계","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),15일,배터리일체형,,,,,,,,,,,,,,,,,,,,,,,,
158400,가민비보스마트4,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,,,,,,,,,음악플레이어,,,,,,,,,,
20080,QW18,스마트워치,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",생활방수(IP68),20일,배터리일체형,90mAh,22g,22.1g,,,,,,폴리카보네이트+TPU,,,,,,,,,,,,,,,
43220,iWOWNi6HRColor,스마트밴드,밴드교체형,"0.96""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,20g,,,,,,,,,,,,,,,,"SNS, 일정, 알람, 전화",,,,,
56690,HonvveSH30-L,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),15일,배터리일체형,135mAh,22g,22.1g,,,"iOS8.0이상, 안드로이드4.4이상",7일,,,,,,,,,,,,,,,,,
41400,Q18스마트밴드,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","내휴대폰찾기, 알람설정",생활방수(IP68),,,,,,,,,,,,,,,,,,,,,,,,,,
29510,SmartBandL3,"스마트밴드, 스마트워치밴드",밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"문자, 전화","일일활동량측정, 심박측정, 수면패턴분석","심박센서, 원격촬영, 날씨, 알람설정",생활방수(IP65),20일,배터리일체형,135mAh,22g,22.1g,,,,7일,,,,,,,,,,,,,,,,,
13650,RUNDIQW16,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,,15시간,,,,,,,,,,,,,,,,,
87190,S908,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,,,,,,,128MB내장,,,,,,,,,,,,
97930,pkiwo,스마트워치,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,106.1g,22.1g,,,,6~8일,,,,,,,,,,,,,,,,,
43020,파트론크로이스URBAN-S(PWB-200),스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,"iOS8.0이상, 안드로이드4.4이상",7일,,,,,,,,,,,,,,,,,
45220,화웨이Honor스마트밴드4,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","심박센서, 가속계센서",생활방수,,,,,,,,,,,,,,,,,,,,,,,,,,
174340,그린콤iBODY24홈트레이닝,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,"안드로이드4.4이상, iOS9.0이상",8시간,,,,,,,,,,,,,,,,,
87420,핏빗ACE2,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,,최대5,,,,,,,,,,,,,,,,,
69900,파트론어반캐시(PWB-260),스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","심박센서, 가속계센서, 고도센서, 기압센서",생활방수(IPX8),,,,,,,,,,,,,,,,,,,,,,,,,,
41400,LERBYEEM4,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,,3~5일,,,,,,,,,,,,,,,,,
53900,코아CKS,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,,,
26650,S5스마트팔찌,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,90mAh,,,,,,,,,,,,,,,,,,,,,,,
22350,CY05,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,"iOS8.0이상, 안드로이드4.4이상",,"실버그레이, 레드, 블랙, 블루",실리콘,,,,,,,,,,,,,,,
88790,가민가민비보핏3,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 칼로리측정, 수면패턴분석",,,,,,,,,,,,,,,,,,,,,,,,,,,,
178500,핏빗Charge3스페셜에디션,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",생활방수(최대50m),,,,,,,,,,,,,,,,,,,,,,,,,,
22776,E18,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"문자, 전화","혈압측정, 심박측정, 수면패턴분석","내휴대폰찾기, 알람설정",생활방수(IP67),40일,배터리일체형,105mAh,,,,,,,,,,,,,,,,,,,,,,,
25900,NEWNTOB7스마트밴드,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,100mAh,22g,22.1g,,,,,,,,,,,,,,,,,,4~5시간,3~4시간,,
246500,핏빗Ace,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림",가속계센서,생활방수(IPX7),,,,,,,,,,,,,,,,,,,,,,,,,,
22170,레노버HX06,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,,,
129000,ZIKTO워크,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,"iOS8.0이상, 안드로이드4.3이상",,"그레이, 블랙",,,,,,,microUSB,,,,,,,,,
187460,미오퓨즈,스마트밴드,밴드일체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,,,"라지(블루,레드),레귤러(아쿠아,블루)",,,,,,,,,,,,,,,,
133996,화웨이AF500,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리,135mAh,22g,22.1g,,,"iOS7.0이상, 안드로이드4.3이상",,,,24.5g,,,,,,,,,,,,,,
84140,보이런던Q82,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,16g,,,,7,,,,,,,,,,,,,,,,,
49230,A6,스마트워치,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),10일,배터리일체형,180mAh,22g,22.1g,,,안드로이드4.4이상,7일,,,,,,,,,,,,,,,,,
46860,H3,스마트워치밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",생활방수(IP67),20일,배터리일체형,95mAh,,,,,,,,,,,,,,,,,,,,,,,
258990,마이크로소프트마이크로소프트밴드,스마트밴드,밴드일체형,"1.4""",320x106,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,,,,,,,,,,,,,1.1x3.3cm,,,,,,
189790,핏빗Charge,스마트밴드,밴드일체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,약23g,22.1g,,,,,,,,,,,,microUSB,,,,,,,,,
98990,가민가민비보핏,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(최대50m),,,,,,,,,,,,,,,,,,,,,,,,,,
129000,미스핏미스핏샤인2,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(최대50m),20일,배터리일체형,135mAh,22g,22.1g,,,,,,,9g,,,,,,,,,,,,,,
117190,가민비보핏주니어,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","수면패턴분석, 만보계","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,"iOS, 안드로이드",,,,,,,,,,,,,,,,,,
96000,헬스원HERAFIT+,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,23g,,,,,블랙,,,,,,,,,,,,,,,,
20560,Y5,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),15일,배터리일체형,135mAh,22g,22.1g,,,,,,,,,,,,,,,,,,,,2시간,
24780,UP9Pro,스마트밴드,밴드교체형,"0.96""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,,,
47220,DiggroS2,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 심박측정, 칼로리측정, 수면패턴분석, 만보계",심박센서,생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,,,
30500,화웨이HonorA2,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","심박센서, 알람설정",생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,,,
20200,CB608,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","심박센서, 알람설정",생활방수(IP68),,,,,,,,,,,,,,,,,,,,,,,,,,
28520,XGODYDC10,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,180mAh,22g,30g,,,,,,,,,,,,,,,,,,,,,
33310,R1,스마트워치밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",생활방수(IP67),20일,배터리일체형,90mAh,,,,,,,,,,,,,,,,,,,,,,,
45040,S4,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,"iOS8.0이상, 안드로이드4.3이상",,,,,,,,,,,,,,,,,,
64880,세븐일렉HR2,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스4.0,"문자, 어플리케이션","이동거리측정, 달리기, 심박측정, 칼로리측정, 수면패턴분석","심박센서, 알람설정",생활방수,,,,,,,,,,,,,,,,,,,,,,,,,,
47160,BADIQI,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,,5~7일,,,,,,,,,,,,,,,,,
27900,E02,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","내휴대폰찾기, 원격촬영, 분실방지",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,,,"그린, 블랙, 블루, 오렌지, 핑크",,,,,,,,,,,,,,,,
25720,DiggroG16,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","심박센서, 내휴대폰찾기",생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,,,
24310,CLS,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,,,
29820,INSMAS1,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,,,
53140,J10,스마트워치밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",생활방수(IP67),20일,배터리일체형,180mAh,,,,,,,,,,,,,,,,,,,,,,,
65890,S5,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,90mAh,22g,22.1g,,,,최대13일,,,,,,,,,,,,,,,,,
171000,핏빗Charge2,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,"iOS, 안드로이드",5일,"틸, 블랙, 블루, 플럼 등",,,,,,,,,,,,,,,,
117280,미스핏레이(RAY),스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,,,"블랙, 로즈골드",,,,,,,,,,,,,,,,
84640,파트론PWB-100,스마트밴드,센서분리형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,,,,,26.8g,,,,,,,,,,,,,,
73000,코아CKCOLOR,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,,,
178760,화웨이토크밴드B1,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,,,"실버, 그린, 블랙, 블루 외 2가지",,,,,,,,,,,,전화통화,,,,
40000,BM08,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"문자, 전화","혈압측정, 달리기, 심박측정, 운동정보기록, 수면패턴분석","원격촬영, 알람설정",생활방수(IP68),20일,배터리일체형,135mAh,22g,22.1g,,,,6~10일,,,,,,,,,,,,,,,,,
56100,ZGPAXR1,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",생활방수(IP67),20일,배터리일체형,90mAh,,,,,,,,,,,,,,,,,,,,,,,
45110,M5,스마트워치,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",생활방수,,,,,,,,,,,,,,,,,,,,,,,,,,
79910,콜미DM11,스마트밴드,밴드교체형,"0.95""",120x240,AM-OLED,터치스크린,블루투스5.0,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 스트레칭알림","다중언어, 배터리확인, 화면테마설정, 알람설정, 진동경보",방수(5ATM),20일,배터리일체형,135mAh,22g,22.1g,,,,,,,,,,,,USB,,,,,,,,,
