id,댓글,공감수
1,  5:05 어떻게 하죠? ,3
1,  샤오미 후기 보러 들어왔다가 인트로만 5번 돌려봄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ도르셨나요..? ,3
1,  4:37 페이스북맛집으로 놀러오세요. ㅋㅋ ,3
1,  ??? : 이밴드는 내것이 아닌데 ??? : Mi밴드가 내 밴드인데 ,3
1,  맛테스트 개뿜었다 ㅋㅋㅋㅋ ,3
1,  0:02 시리야 그래서 제 아이폰이 답했어요... ,3
1,  시계방향ㅋㅋㅋㅌㅌㅌ빵터졌넼ㅋㅋㅋㅋㅋㅋ ,3
1,  대강 3.5~3.6선에서 구할 수 있더라구요. 저는 한글 나오면 가격 내려갈 때 구매 대기중.. ,3
1,  휴대용 선풍기 리뷰해주세요 ,3
1,  1:07 날아오르라 영상이여 형 왜캐 불쌍해요ㅠㅠㅠ ,3
1,  기생충 시계방향ㅋㅋㅋㅋ ,3
1,  1:24 그치!!남자는 아래를 공략해야쥐!!♥ ,3
1,  아무리 비싸도 6만원이 안넘네요. 보기만해도 최고인듯 ,3
1,  형 ㅋㅋㅋㅋ 시계방향 드립ㅋㅋㅋㅋ ,3
1,  페이스북 맛집 큐ㅠ큐ㅠ쿠ㅜㅜㅠㅠㅠ ,3
1,  잇섭님! 학생이라 애플워치 3과 4 중에 무엇을 고를지 고민중인데 어떤게 지금 더 나은지 알려주실 수 있나요? ,3
1,  중간에 맛 테스트 뭐야 집중해서 보다가 터졌네 ㅋㅋㅋ ,3
1,  Sabbat E12 블루투스 이어폰 리뷰 해주실수 있나요? ,3
1,  아닠ㅋㅋㅋㅋㅋ 시계방향으로 ㅋㅋㅋㅋ 센스 최고다 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,3
1,  님이그 맨날 눈팅만하는 사람에겐 하트준다는 잘생긴 잇섭님인가요? ,3
1,"  4:00 숙련된 ""조교"" ",3
1,  맛테스트 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,3
1,  시계방향ㅋㅋㅋㅋ ,3
1,  시계방향ㅋㅋㅋ ,3
1,  흑우 한명 추가요 2주전에 미밴드 3삼.... 아쉽다 ,3
1,  아ㅋㅋㅋㅋㅋ시계방향ㅋㅋㅋㅋㅋㅋ 기생충 본사람 손!!! ,3
1,  인트로 ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 여태 인트로들 암생각없이 봤는데 이번에 개터졌네 ㅋㅋㅋㅋ 유튜브하다 인트로 보고 터질줄은 몰랐다 ,3
1,  인트로 기생충에서 나오는거  ㅋㅋㅋㅋㅋㅋㅋ 시계방향ㅋㅋㅋ ,3
1,  시계방향ㅋㅋㅋㅋㅋ̄̈ㅋ꙼̈ㅋ̆̎ㅋ̐̈ㅋ̊̈ㅋ̄̈ㅋ꙼̈ㅋ̆̎ㅋ̐̈ㅋ̊̈ㅋ̄̈ㅋ꙼̈ㅋ̆̎ㅋ̐̈ㅋ̊̈ㅋ̄̈ㅋ꙼̈ ,3
1,  시계방향 쓰읍 ㅋㅋㅋ ,3
1,  시작부터 웃기네 ㅋㅋㅋㅋㅋㅋ ,3
1,  인트롴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 원래... 잇섭님 이렇게 웃겼나...?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,3
1,  미친 맛 테스트 ㅋㅋㅋㅋㅋ ,3
1,  싴ㅋㅋㅋㅋㅋ곜ㅋㅋㅋㅋㅋㅋ밬ㅇㅋㅋㅌㅋㅋㅌ햩ㅋㄱㅌㅋㄱㅋㄱㄱㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋ ,3
1,  4:44 ㅗㅜㅑ핡짝 ,3
1,  인트로가 쎄다ㅋㅋㅋㅋㅋㅋㅋ ,3
1,  인트로를 어떻게 구상하시는지 알고싶네용..ㅋㅋ ,3
1,  페북 맛집ㅋㅋㅋㅋ ,3
1,  1:21 형 ..  짜피 박던 할 껀데 왜 고민해? ,3
1,  진짜 발음............. ㅋㅋㅋㅋㅋㅋㅋ ,3
1,  4:42 ㅋㅋㅋㅋ ,3
1,  0:04 아....JBL 스피커로 듣고있는데 거실에서 정적이 흐른다..... ,3
1,  아닠ㅋㅋㅋㅋㅋㅋ 인트로 미쳤습니까 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,3
1,  형 오늘은 약 빤것같넼ㅋㅋㅋㅋㅋ 완전 꿀잼 ,3
1,  삼성 망했네ㅋㅋㅋ ,3
1,  5:53 앜ㅋㅋㅋㅋㅋㅋㅋ ,3
1,  ㅗㅜㅑ 인트로 시계방향 ,3
1,  밑에서 삽입! ,3
1,  시계방향ㅇ으로돌린다에서 추천 ,3
1,  시계 방향으로 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 인트로 미쳤다 ㅋㅋㅋㅋㅋㅋ ,3
1,  4:42 하 쌋다브로 ,3
1,  시계방향 ㅋㅋㅋㅋㅋ ,3
1,  오늘 인트로는 ㄹㅇ 레전드다 ㅋㅋㅋㅋㅋㅋ ,3
1,  시계방향 ㅋㅋㅋ ,3
1,  다음에는 핑크티셔츠 입어주세요 ㅠㅠ 1일 1섭 합시당!!! ,3
1,  인트로 개미친ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,3
1,  인트로 때문에 보는 유트버~ㅋㅋ ,3
1,  기생충 보셨구나 ㅋㅋㅋ ,3
1,  하 ㅅㅂ 3산지 몇개월됬다구ㅠㅠㅠㅠ 나느뉴ㅠㅠ ,3
1,  이재용: ㅂㄷㅂㄷ ,3
1,  맛테스트에서 겁나 웃었네 ㅋㅋㅋㅋ ,3
1,  잇섭님 글로벌로 사도 나중에는 한국어로 바꿀 수 있나요? ,3
1,  ㅋㅋㅋㅋㅋㅋ 시계방향 ㅋㅋㅋㅋㅋ ,3
1,  5:55 ㅋㅋㅋ꙼̈ㅋ̆̎ㅋ̊̈ㅋ̌̈ㅋ̄̈ㅋ̐̈ ,3
1,  맛테스트는 왜 하는건데욬ㅋㅋㅋ ,3
1,  1:22 아래를 좋아하는 공략마스터 잇섭님❤ ,3
1,  앜ㅋㅋㅋㅋㅋㅋ인트로 ㅋㅋㅋㅋㅋㅋ ,3
1,"  5:55 수영 수강생인가 인간 굴삭기 인가, 그것이 문제로다 ",3
1,  ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 시밬ㅋㅋㅋㅋ ㅋ인트로 ,3
1,  미밴드3는 알람 진동기능이 진짜 좋았는데 미밴드 4에도 진동기능 있나요? 3 산지 사실 몇달 안되는데 고민되네요 ㅋㅋ 가격이 워낙싸다보니까 ,3
1,  0:18 0:56 1:03 저처럼 언-빡씽 좋아하시는 분들을 위해. ,3
1,  형 인트로 목소리가 떨리니까 ㄹㅇ 같았잖아ㅎㅎ ,3
1,  4:03  형 아....아 이제 그만...ㅆ...싼ㄷ.....%기yee!!! ,3
1,  ㅋㅋㅋㅋ아 우리햄 ㅋㅋㅋㅋ 맛평가 뭡니깤ㅋㅋㅋㅋㅋㅋㅋ ,3
1,  저도 오늘 잇섭님 덕분에 샀다죠 ㅋㅋㅋㅋㅋ ,3
1,  시계 방향으로 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 어떻게 매번 시작을 이렇게 신박하게 ㅋㅋㅋㅋㅋㅋ ,3
1,  한글만 되면 좋겠다 ㅠㅠ ,3
1,  아 미밴드3 이놈을 우짤고... 서랍에 2도 자고 있는디 ㅜㅜ ,3
1,  글로벌 사면 나중에 한글 나오면 사용 가능한가요? ,3
1,  인트로ㅋㅋㅋㅋㅋㅋ ,3
1,  하 스바 ㅜㅠㅠㅠㅠㅠ  2주전에 미밴드 3 샀는데 ㅠㅠ ,3
1,  4:03 숙련...된...?!ㅋㅋㅋㅋㅋㅋㅋㅋ ,3
1,  설명을 맛깔나게 하셔서 자꾸 보다 구독해버려땅ㅋㅋ ,3
1,  ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄲ인트로 ,3
1,  잇섭형 nfc버전도 해줘여 ,3
1,  맛테스트에서 진짜 입벌리고 얼었다.....순간 뭐봤나했네... ,3
1,  ㅋㅋㅋㅋㅋㅋ 맛테스틐ㅋㅋㅋㅋㅋ ,3
1,  인트로ㅋㅋ ,3
1,  시계방향으로 ㅋㅋㅋㅋ 영화보셧구나 ㅋㅋㅋ ,3
